ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
3253,166,High,22,Low,2052.67,Medium,1614,1
3254,50,Low,28,Low,5202.07,Medium,2305,0
3255,82,Medium,45,Low,17085.33,High,2116,0
3256,79,Medium,19,Low,2160.86,Medium,1669,0
3257,33,Low,22,Low,2397.84,Medium,300,0
3258,364,High,21,Low,1019.9,Medium,584,1
3259,77,Medium,30,Low,6700.12,Medium,2167,0
3260,171,High,15,Low,3308.52,Medium,1703,1
3261,74,Medium,24,Low,1709.04,Medium,945,0
3262,37,Low,78,Medium,5790.3355,Medium,1775,1
3263,79,Medium,32,Low,4381.37,Medium,2176,0
3264,135,High,15,Low,1372.45,Medium,573,0
3265,509,High,18,Low,308.5,Low,1,1
3266,67,Medium,31,Low,4426.56,Medium,2024,0
3267,230,High,36,Low,4447.93,Medium,1183,1
3268,233,High,20,Low,447.9,Low,8,1
3269,44,Low,46,Low,7501.82,Medium,1855,1
3270,50,Low,57,Medium,15106.37,High,2329,0
3271,201,High,12,Low,361.96,Low,1,0
3272,189,High,33,Low,7693.7,Medium,1588,1
3273,60,Medium,33,Low,2702.4,Medium,2239,0
3274,64,Medium,20,Low,659.12,Low,18,0
3275,56,Medium,33,Low,2720.83,Medium,1163,0
3276,271,High,18,Low,2034.41,Medium,681,1
3277,286,High,14,Low,1520.44,Medium,155,1
3278,36,Low,91,Medium,29992.08,High,2399,0
3279,56,Medium,49,Low,7114.78,Medium,2294,0
3280,253,High,21,Low,1065.86,Medium,1,1
3281,39,Low,55,Medium,4298.71,Medium,2126,0
3282,169,High,21,Low,333.04,Low,1,0
3283,63,Medium,48,Low,18344.62,High,1807,0
3284,51,Medium,46,Low,17678.06,High,2322,0
3285,76,Medium,24,Low,2377.48,Medium,1780,0
3286,36,Low,91,Medium,56708.37,High,2322,0
3287,41,Low,23,Low,2454.13,Medium,810,0
3288,53,Medium,41,Low,6911.03,Medium,2293,0
3289,56,Medium,32,Low,2082.49,Medium,2029,0
3290,307,High,20,Low,4361.2,Medium,1022,1
3291,120,High,26,Low,1536.74,Medium,1979,0
3292,244,High,41,Low,15276.93,High,1334,1
3293,55,Medium,52,Medium,31263.96,High,2302,0
3294,149,High,16,Low,4305.09,Medium,790,1
3295,219,High,21,Low,1761.87,Medium,1075,1
3296,37,Low,28,Low,1984.05,Medium,2377,0
3297,51,Medium,27,Low,2418.07,Medium,1035,0
3298,54,Medium,48,Low,6008.77,Medium,2256,0
3299,72,Medium,29,Low,4768.1,Medium,2122,0
3300,34,Low,40,Low,5779.38,Medium,2334,0
3301,280,High,36,Low,4885.25,Medium,1159,1
3302,76,Medium,23,Low,1913.62,Medium,1247,0
3303,38,Low,22,Low,1936.1,Medium,188,0
3304,35,Low,23,Low,2348.41,Medium,1048,0
3305,73,Medium,23,Low,1483.15,Medium,682,1
3306,39,Low,36,Low,8621.38,Medium,2377,0
3307,49,Low,21,Low,828.34,Low,519,0
3308,44,Low,38,Low,4756.37,Medium,2234,0
3309,50,Low,47,Low,7700.71,Medium,2314,0
3310,72,Medium,26,Low,3091.1,Medium,2120,0
3311,60,Medium,43,Low,6351.79,Medium,2291,0
3312,53,Medium,42,Low,4691.01,Medium,2306,0
3313,33,Low,19,Low,636.95,Low,644,0
3314,33,Low,15,Low,979.6,Low,1,0
3315,38,Low,20,Low,261,Low,1,0
3316,35,Low,163,High,57871.15,High,2404,0
3317,44,Low,33,Low,3073.92,Medium,2075,0
3318,314,High,17,Low,800.5,Low,234,1
3319,77,Medium,39,Low,4644.95,Medium,2195,0
3320,63,Medium,22,Low,1222.28,Medium,1280,0
3321,220,High,51,Medium,30989.01,High,1462,1
3322,157,High,27,Low,4691.73,Medium,1784,0
3323,103,High,22,Low,557.29,Low,110,0
3324,33,Low,22,Low,6185.02,Medium,345,0
3325,95,Medium,54,Medium,9014.22,Medium,2089,0
3326,44,Low,20,Low,608.8,Low,60,0
3327,341,High,16,Low,1715.86,Medium,261,1
3328,55,Medium,30,Low,1775.33,Medium,2155,0
3329,47,Low,38,Low,4645.69,Medium,2329,0
3330,55,Medium,44,Low,10251.26,High,2234,0
3331,129,High,22,Low,4193.22,Medium,1874,1
3332,33,Low,35,Low,8047.71,Medium,2398,0
3333,32,Low,26,Low,5412.71,Medium,2181,0
3334,31,Low,38,Low,17966.97,High,2427,0
3335,33,Low,36,Low,5041.6,Medium,2415,0
3336,45,Low,50,Low,13840.59,High,2329,0
3337,212,High,27,Low,1241.48,Medium,694,1
3338,46,Low,49,Low,8556.3,Medium,2348,0
3339,43,Low,18,Low,370.62,Low,1,0
3340,32,Low,58,Medium,29166.79,High,2376,0
3341,219,High,13,Low,4143.04,Medium,1,1
3342,118,High,28,Low,2901.75,Medium,1217,0
3343,423,High,19,Low,204.19,Low,1,1
3344,33,Low,27,Low,2867.03,Medium,692,1
3345,34,Low,19,Low,441.73,Low,57,0
3346,419,High,16,Low,365.06,Low,1,1
3347,52,Medium,26,Low,1785.37,Medium,477,0
3348,39,Low,20,Low,1787.79,Medium,588,0
3349,31,Low,103,High,6589.269,Medium,2274,0
3350,107,High,28,Low,1618.2,Medium,2032,0
3351,37,Low,30,Low,23779.94,High,780,0
3352,97,Medium,30,Low,9342.91,Medium,2076,1
3353,33,Low,52,Medium,16163.22,High,2415,0
3354,58,Medium,24,Low,2731.6,Medium,290,0
3355,242,High,27,Low,1723.37,Medium,1100,1
3356,66,Medium,51,Medium,11385.24,High,2236,0
3357,218,High,18,Low,7247.13,Medium,812,1
3358,64,Medium,20,Low,1255.08,Medium,1981,0
3359,70,Medium,55,Medium,11134.07,High,2228,0
3360,110,High,21,Low,2231.36,Medium,1213,0
3361,67,Medium,41,Low,5335.59,Medium,2240,0
3362,34,Low,67,Medium,12321.24,High,2157,0
3363,39,Low,42,Low,12305.99,High,1706,0
3364,42,Low,76,Medium,35202.18,High,2368,0
3365,33,Low,17,Low,441.17,Low,1,0
3366,173,High,16,Low,575.15,Low,930,1
3367,45,Low,23,Low,3037.99,Medium,1826,0
3368,43,Low,38,Low,36589.48,High,1791,0
3369,36,Low,42,Low,18127.19,High,930,0
3370,31,Low,53,Medium,7577.56,Medium,2413,0
3371,90,Medium,61,Medium,15470.31,High,2135,1
3372,48,Low,32,Low,6307.52,Medium,2330,0
3373,85,Medium,47,Low,10839.95,High,2134,1
3374,41,Low,54,Medium,7052.76,Medium,2362,0
3375,39,Low,110,High,51236.57,High,2396,0
3376,34,Low,30,Low,1928.84,Medium,2364,0
3377,316,High,26,Low,881.63,Low,922,0
3378,73,Medium,22,Low,1994.78,Medium,1365,1
3379,46,Low,55,Medium,11977.64,High,2335,0
3380,46,Low,103,High,82978.96,High,2365,0
3381,61,Medium,25,Low,2433.89,Medium,684,0
3382,172,High,31,Low,3840.2,Medium,1709,0
3383,277,High,21,Low,2521.87,Medium,463,1
3384,36,Low,49,Low,14512.64,High,2329,0
3385,42,Low,38,Low,4325.36,Medium,2321,0
3386,31,Low,167,High,13164.859,High,979,0
3387,47,Low,30,Low,2347.49,Medium,845,0
3388,33,Low,28,Low,4202.38,Medium,842,0
3389,498,High,19,Low,455.66,Low,1,1
3390,176,High,24,Low,3881.21,Medium,89,1
3391,48,Low,49,Low,14309.54,High,1598,0
3392,283,High,21,Low,358.4,Low,1,1
3393,45,Low,19,Low,376.67,Low,1191,0
3394,76,Medium,23,Low,1317.03,Medium,1964,1
3395,83,Medium,33,Low,7846.03,Medium,2136,0
3396,58,Medium,32,Low,3247.33,Medium,2233,0
3397,50,Low,41,Low,11136.49,High,2288,0
3398,462,High,12,Low,358.68,Low,1,1
3399,33,Low,92,Medium,15502.31,High,1803,0
3400,56,Medium,16,Low,919.86,Low,1170,0
3401,352,High,17,Low,2486.6,Medium,1,1
3402,32,Low,44,Low,3736.14,Medium,2320,0
3403,46,Low,30,Low,2520.52,Medium,2348,0
3404,67,Medium,29,Low,2518.72,Medium,1144,0
3405,34,Low,23,Low,5955.04,Medium,1154,0
3406,38,Low,30,Low,2169.01,Medium,809,0
3407,31,Low,76,Medium,21990.42,High,2411,0
3408,42,Low,14,Low,1262.32,Medium,33,0
3409,107,High,33,Low,7285.24,Medium,1983,0
3410,36,Low,41,Low,10083.4,High,2363,0
3411,37,Low,22,Low,2353.62,Medium,1132,0
3412,41,Low,39,Low,3875.48,Medium,1678,0
3413,248,High,23,Low,2869.12,Medium,1285,1
3414,257,High,32,Low,4785.03,Medium,1220,1
3415,33,Low,37,Low,10331.15,High,2359,0
3416,193,High,16,Low,277.05,Low,1,0
3417,50,Low,28,Low,5791.38,Medium,2224,0
3418,42,Low,42,Low,5099.54,Medium,2358,0
3419,32,Low,28,Low,2348.18,Medium,902,0
3420,408,High,22,Low,1175.4,Medium,379,1
3421,72,Medium,41,Low,11706.26,High,2188,0
3422,289,High,46,Low,17621.87,High,870,1
3423,45,Low,45,Low,9413.65,Medium,2294,0
3424,84,Medium,32,Low,4240.15,Medium,1035,0
3425,143,High,17,Low,299.94,Low,1,1
3426,54,Medium,51,Medium,26985.4,High,2272,0
3427,66,Medium,45,Low,13938.51,High,2203,0
3428,458,High,16,Low,606.27,Low,97,1
3429,94,Medium,31,Low,11255.28,High,1987,1
3430,68,Medium,21,Low,2660.05,Medium,726,0
3431,52,Medium,30,Low,3897.08,Medium,2127,0
3432,69,Medium,39,Low,3458.23,Medium,1592,0
3433,279,High,26,Low,2414.08,Medium,1150,1
3434,51,Medium,72,Medium,22492.47,High,2285,0
3435,44,Low,26,Low,2655.05,Medium,1358,0
3436,335,High,16,Low,1653.52,Medium,91,1
3437,191,High,21,Low,672.61,Low,34,1
3438,38,Low,36,Low,4526.45,Medium,1208,0
3439,47,Low,27,Low,1377.27,Medium,454,0
3440,106,High,28,Low,1954.88,Medium,1719,0
3441,32,Low,37,Low,7281.78,Medium,2043,0
3442,50,Low,18,Low,2100.46,Medium,491,1
3443,518,High,18,Low,286.44,Low,1,1
3444,97,Medium,23,Low,3445,Medium,2058,0
3445,32,Low,128,High,7253.3335,Medium,2401,0
3446,38,Low,75,Medium,25614.35,High,2397,0
3447,40,Low,37,Low,27435.82,High,1403,0
3448,32,Low,61,Medium,13501.63,High,1306,0
3449,96,Medium,33,Low,1769.93,Medium,1945,0
3450,97,Medium,21,Low,331.19,Low,1,0
3451,34,Low,34,Low,4043.34,Medium,2382,0
3452,164,High,30,Low,2540.34,Medium,1742,0
3453,176,High,26,Low,2938.92,Medium,1452,1
3454,51,Medium,49,Low,9522.05,Medium,1947,0
3455,193,High,17,Low,723.27,Low,210,1
3456,77,Medium,17,Low,473.76,Low,1229,0
3457,59,Medium,48,Low,9626.49,Medium,2229,0
3458,36,Low,53,Medium,9736.58,Medium,2330,0
3459,33,Low,19,Low,471.58,Low,335,0
3460,207,High,21,Low,1553.26,Medium,681,1
3461,61,Medium,55,Medium,25753.07,High,2267,0
3462,216,High,27,Low,11103.49,High,1239,1
3463,252,High,14,Low,562.06,Low,1,1
3464,357,High,20,Low,704.7,Low,1,1
3465,33,Low,22,Low,451.23,Low,307,0
3466,97,Medium,17,Low,201.96,Low,1,0
3467,84,Medium,28,Low,3247.54,Medium,1316,0
3468,86,Medium,17,Low,618.58,Low,91,0
3469,31,Low,96,Medium,53861.03,High,2426,0
3470,300,High,26,Low,1580.72,Medium,1029,1
3471,38,Low,43,Low,6538.81,Medium,2102,0
3472,319,High,22,Low,607.06,Low,243,1
3473,56,Medium,37,Low,3688.46,Medium,2309,0
3474,41,Low,72,Medium,16638,High,2340,0
3475,47,Low,47,Low,4107.2,Medium,2345,0
3476,38,Low,27,Low,5981.25,Medium,1430,0
3477,30,Low,48,Low,15503.28,High,2343,0
3478,38,Low,46,Low,6944.98,Medium,2377,0
3479,31,Low,70,Medium,17438.47,High,2424,0
3480,272,High,20,Low,2221.02,Medium,1211,1
3481,45,Low,35,Low,10528.88,High,2286,0
3482,37,Low,42,Low,12767.98,High,1812,0
3483,271,High,31,Low,3461.6,Medium,1213,1
3484,39,Low,60,Medium,14530,High,2375,0
3485,31,Low,53,Medium,10791.99,High,2406,0
3486,222,High,27,Low,5603.76,Medium,1458,1
3487,32,Low,25,Low,2444.22,Medium,2269,0
3488,192,High,17,Low,884,Low,1,1
3489,39,Low,16,Low,1505.46,Medium,404,0
3490,48,Low,51,Medium,6516.53,Medium,2310,0
3491,32,Low,45,Low,9739.26,Medium,2363,0
3492,68,Medium,30,Low,3214.15,Medium,2180,0
3493,160,High,31,Low,3705.77,Medium,1740,0
3494,69,Medium,30,Low,12673.51,High,2201,0
3495,115,High,55,Medium,8740.82,Medium,1998,0
3496,73,Medium,20,Low,1123.59,Medium,644,0
3497,36,Low,52,Medium,10800.42,High,2370,0
3498,37,Low,92,Medium,11477.05,High,2368,0
3499,50,Low,22,Low,1017.46,Medium,169,0
3500,70,Medium,21,Low,1435.76,Medium,2142,1
3501,63,Medium,21,Low,1172.78,Medium,632,0
3502,43,Low,23,Low,1752.75,Medium,397,0
3503,39,Low,66,Medium,13399.14,High,2374,0
3504,36,Low,49,Low,19919.06,High,1134,0
3505,35,Low,69,Medium,11370.23,High,2374,0
3506,33,Low,33,Low,4139.52,Medium,2396,0
3507,49,Low,22,Low,1587.75,Medium,2243,0
3508,143,High,26,Low,1726.42,Medium,1800,0
3509,34,Low,73,Medium,31250.58,High,2215,0
3510,44,Low,63,Medium,14505.82,High,2371,0
3511,106,High,30,Low,3098.6,Medium,2049,0
3512,47,Low,30,Low,2811.33,Medium,2264,0
3513,32,Low,39,Low,8850.22,Medium,595,0
3514,37,Low,37,Low,6448.32,Medium,1475,0
3515,33,Low,14,Low,675.06,Low,55,1
3516,62,Medium,30,Low,2242.81,Medium,2078,0
3517,34,Low,40,Low,6311.13,Medium,2110,0
3518,32,Low,59,Medium,35344.38,High,2362,0
3519,457,High,21,Low,135.7,Low,1,1
3520,34,Low,53,Medium,8569.66,Medium,2400,0
3521,296,High,18,Low,2666.54,Medium,1060,1
3522,35,Low,55,Medium,9056.94,Medium,2368,0
3523,34,Low,49,Low,8935.83,Medium,2392,0
3524,56,Medium,47,Low,7184.2,Medium,2265,0
3525,309,High,38,Low,4167.23,Medium,909,1
3526,147,High,22,Low,2132.31,Medium,1541,1
3527,44,Low,30,Low,2930.48,Medium,2251,0
3528,73,Medium,46,Low,5641.16,Medium,2177,0
3529,63,Medium,141,High,74140.28,High,2191,1
3530,479,High,18,Low,544.23,Low,1,1
3531,42,Low,49,Low,18333.98,High,2356,0
3532,61,Medium,45,Low,13392.85,High,2261,0
3533,76,Medium,29,Low,2067.39,Medium,2184,0
3534,48,Low,33,Low,4262.2,Medium,2289,0
3535,42,Low,68,Medium,29909.95,High,2337,0
3536,37,Low,24,Low,2340.32,Medium,2366,0
3537,43,Low,32,Low,12803.33,High,897,0
3538,32,Low,130,High,83325.31,High,2398,0
3539,36,Low,92,Medium,49735.6,High,2287,0
3540,44,Low,50,Low,34830.01,High,2292,0
3541,58,Medium,29,Low,1642.4,Medium,2263,1
3542,58,Medium,52,Medium,13376.5,High,2276,0
3543,167,High,15,Low,1036.07,Medium,1598,1
3544,44,Low,48,Low,8934.1,Medium,2292,0
3545,44,Low,40,Low,5834.62,Medium,2346,0
3546,35,Low,33,Low,7390.45,Medium,791,0
3547,441,High,19,Low,1073.85,Medium,1,1
3548,47,Low,35,Low,7497.54,Medium,2324,0
3549,89,Medium,18,Low,1343.48,Medium,1312,1
3550,30,Low,29,Low,5814.28,Medium,2343,0
3551,74,Medium,22,Low,1330.25,Medium,239,0
3552,38,Low,23,Low,1037.2,Medium,361,0
3553,33,Low,57,Medium,8463.38,Medium,2342,0
3554,145,High,24,Low,964.27,Low,438,0
3555,32,Low,43,Low,4285.23,Medium,2171,0
3556,39,Low,18,Low,293.43,Low,1,0
3557,38,Low,47,Low,11900.22,High,2066,0
3558,321,High,17,Low,651.11,Low,950,1
3559,426,High,26,Low,1924.83,Medium,366,1
3560,78,Medium,23,Low,2206.94,Medium,886,1
3561,196,High,24,Low,1233.54,Medium,1586,1
3562,35,Low,71,Medium,23167.6,High,2387,0
3563,57,Medium,28,Low,6449.1,Medium,1961,0
3564,174,High,30,Low,1558.63,Medium,1540,0
3565,93,Medium,39,Low,4371,Medium,2102,1
3566,236,High,29,Low,2231.69,Medium,1359,1
3567,47,Low,42,Low,4823.07,Medium,2225,0
3568,60,Medium,31,Low,2521.02,Medium,1553,0
3569,148,High,19,Low,543.38,Low,750,0
3570,89,Medium,30,Low,3147.08,Medium,2015,0
3571,314,High,48,Low,17270.54,High,957,1
3572,33,Low,33,Low,4450.57,Medium,2420,0
3573,33,Low,39,Low,4126.42,Medium,1532,0
3574,31,Low,16,Low,3819.19,Medium,342,0
3575,219,High,19,Low,1197.42,Medium,994,1
3576,43,Low,19,Low,478.06,Low,122,0
3577,48,Low,34,Low,6071.71,Medium,2310,0
3578,315,High,15,Low,2539.1,Medium,402,1
3579,129,High,36,Low,1880.54,Medium,1881,1
3580,327,High,23,Low,1777.82,Medium,906,1
3581,86,Medium,29,Low,952.67,Low,2053,0
3582,58,Medium,64,Medium,12556.45,High,2301,0
3583,76,Medium,32,Low,1817.21,Medium,2064,1
3584,32,Low,62,Medium,10840.33,High,2414,0
3585,145,High,21,Low,458.58,Low,1,0
3586,36,Low,25,Low,1965.85,Medium,2379,1
3587,56,Medium,29,Low,11698.84,High,1646,1
3588,55,Medium,36,Low,9414.04,Medium,1802,0
3589,38,Low,29,Low,2390.97,Medium,1626,0
3590,45,Low,46,Low,7453.78,Medium,2212,0
3591,136,High,21,Low,3011.42,Medium,1345,0
3592,46,Low,27,Low,2881.95,Medium,603,0
3593,150,High,23,Low,630.63,Low,1757,1
3594,47,Low,37,Low,3458.5,Medium,2335,0
3595,101,High,20,Low,1402.49,Medium,489,1
3596,310,High,26,Low,3064.43,Medium,1016,1
3597,34,Low,47,Low,6961.03,Medium,2388,0
3598,32,Low,115,High,46998.37,High,1627,0
3599,376,High,21,Low,534.67,Low,1,1
3600,215,High,16,Low,356,Low,105,1
3601,77,Medium,22,Low,1562.43,Medium,1839,0
3602,46,Low,55,Medium,8177.43,Medium,2277,0
3603,79,Medium,30,Low,3274.41,Medium,1071,0
3604,123,High,22,Low,1018.74,Medium,874,0
3605,45,Low,31,Low,5945.67,Medium,2341,0
3606,44,Low,27,Low,3706.16,Medium,2103,0
3607,43,Low,24,Low,5507.46,Medium,147,0
3608,222,High,21,Low,1360.92,Medium,1412,1
3609,242,High,20,Low,719.52,Low,910,1
3610,56,Medium,25,Low,4647.46,Medium,867,0
3611,36,Low,48,Low,11858.41,High,2326,0
3612,48,Low,30,Low,7952.61,Medium,2242,1
3613,246,High,13,Low,419.47,Low,1,1
3614,38,Low,45,Low,23536.04,High,2361,0
3615,43,Low,44,Low,20421.72,High,2351,0
3616,367,High,27,Low,1649.85,Medium,734,1
3617,440,High,22,Low,4332.41,Medium,378,1
3618,36,Low,27,Low,2494.31,Medium,556,0
3619,253,High,20,Low,1645.61,Medium,1222,1
3620,103,High,48,Low,7315.43,Medium,2022,0
3621,87,Medium,25,Low,7544.93,Medium,2099,0
3622,42,Low,31,Low,4388.06,Medium,1913,0
3623,38,Low,108,High,21669.73,High,2299,0
3624,50,Low,43,Low,4639.13,Medium,1552,0
3625,41,Low,61,Medium,7890.55,Medium,2340,0
3626,251,High,33,Low,3297.45,Medium,1266,1
3627,40,Low,63,Medium,31876.03,High,2391,0
3628,52,Medium,26,Low,1347.34,Medium,766,0
3629,61,Medium,36,Low,4127.38,Medium,1493,0
3630,465,High,14,Low,354,Low,1,1
3631,40,Low,73,Medium,25105.59,High,2370,0
3632,36,Low,44,Low,10351.5065,High,2161,0
3633,102,High,28,Low,2663.56,Medium,1994,0
3634,140,High,32,Low,4015.48,Medium,1853,0
3635,39,Low,94,Medium,14274.65,High,2351,0
3636,46,Low,33,Low,3301.78,Medium,2258,0
3637,58,Medium,63,Medium,66728.06,High,2286,0
3638,34,Low,57,Medium,13454.68,High,2392,0
3639,45,Low,37,Low,6353.68,Medium,2062,0
3640,37,Low,25,Low,2079.94,Medium,814,0
3641,44,Low,40,Low,3237.08,Medium,2302,0
3642,47,Low,41,Low,9001.59,Medium,2124,0
3643,333,High,21,Low,496.08,Low,1,1
3644,32,Low,78,Medium,34192.08,High,2402,0
3645,33,Low,61,Medium,5885.37,Medium,2407,0
3646,73,Medium,23,Low,1180.39,Medium,395,1
3647,45,Low,62,Medium,50346.72,High,2349,0
3648,33,Low,31,Low,1606.31,Medium,1602,0
3649,33,Low,189,High,86785.75,High,2283,0
3650,65,Medium,19,Low,1813.53,Medium,927,0
3651,227,High,20,Low,147.16,Low,137,1
3652,37,Low,72,Medium,11665.39,High,2379,0
3653,33,Low,46,Low,5865.45,Medium,1452,0
3654,37,Low,49,Low,13045.22,High,1739,0
3655,35,Low,102,High,34914.95,High,2349,0
3656,34,Low,51,Medium,6258.55,Medium,2281,0
3657,75,Medium,36,Low,2605.03,Medium,1695,0
3658,36,Low,20,Low,744.85,Low,2028,1
3659,32,Low,46,Low,7579.66,Medium,1958,0
3660,211,High,28,Low,17681.42,High,1435,1
3661,79,Medium,40,Low,6476.86,Medium,2133,0
3662,49,Low,36,Low,3304.3,Medium,1166,0
3663,35,Low,25,Low,8882.08,Medium,537,0
3664,206,High,25,Low,2965.56,Medium,1381,0
3665,38,Low,70,Medium,19792.58,High,2135,0
3666,32,Low,22,Low,2380.37,Medium,2420,0
3667,99,Medium,16,Low,1977.36,Medium,682,0
3668,327,High,21,Low,174.54,Low,1,1
3669,32,Low,49,Low,8235.89,Medium,2370,0
3670,31,Low,46,Low,9415.94,Medium,2399,0
3671,37,Low,16,Low,1283.42,Medium,771,0
3672,404,High,26,Low,1216.12,Medium,563,1
3673,35,Low,72,Medium,29324.92,High,2409,0
3674,393,High,19,Low,383.09,Low,1,1
3675,39,Low,35,Low,11973.84,High,1483,0
3676,35,Low,16,Low,1405.39,Medium,2259,0
3677,41,Low,27,Low,1941.26,Medium,849,0
3678,166,High,33,Low,6263.85,Medium,1747,1
3679,44,Low,16,Low,1664.33,Medium,185,0
3680,146,High,23,Low,1356.01,Medium,794,1
3681,74,Medium,71,Medium,35900.73,High,2214,0
3682,39,Low,42,Low,3607.76,Medium,2397,0
3683,35,Low,17,Low,2024.5,Medium,622,0
3684,66,Medium,23,Low,1604.72,Medium,835,0
3685,183,High,39,Low,6783.22,Medium,1579,1
3686,60,Medium,38,Low,12976.61,High,2246,0
3687,129,High,27,Low,3097.06,Medium,839,0
3688,73,Medium,27,Low,3548.7,Medium,2189,0
3689,83,Medium,28,Low,4811.16,Medium,2156,0
3690,73,Medium,30,Low,3760.41,Medium,2216,0
3691,113,High,23,Low,5046.42,Medium,771,0
3692,296,High,36,Low,9719.3,Medium,1099,1
3693,32,Low,171,High,7025.9735,Medium,2409,0
3694,46,Low,20,Low,725.41,Low,1,0
3695,36,Low,38,Low,8863.85,Medium,2235,0
3696,38,Low,99,Medium,74662.18,High,2374,0
3697,33,Low,44,Low,4351.78,Medium,2376,0
3698,394,High,13,Low,364.86,Low,1,1
3699,182,High,12,Low,257.98,Low,1,1
3700,35,Low,45,Low,9082.68,Medium,2387,0
3701,47,Low,27,Low,5262.86,Medium,894,0
3702,60,Medium,42,Low,7012.07,Medium,2227,0
3703,155,High,30,Low,2131.99,Medium,1793,0
3704,53,Medium,39,Low,3751.73,Medium,2329,0
3705,32,Low,36,Low,2739.73,Medium,2292,0
3706,174,High,28,Low,2267.47,Medium,1576,1
3707,47,Low,61,Medium,22231.36,High,2342,0
3708,31,Low,45,Low,10562.7,High,2412,0
3709,34,Low,55,Medium,9676.79,Medium,2375,0
3710,39,Low,56,Medium,9002.23,Medium,2250,0
3711,47,Low,28,Low,5687.04,Medium,1129,0
3712,166,High,45,Low,3182.48,Medium,1760,1
3713,186,High,17,Low,336.71,Low,1,0
3714,58,Medium,28,Low,3383.92,Medium,871,0
3715,160,High,19,Low,854.84,Low,1,0
3716,38,Low,39,Low,3485.53,Medium,2387,0
3717,279,High,37,Low,11879.5,High,1154,1
3718,119,High,18,Low,450.04,Low,1,0
3719,31,Low,46,Low,6144.95,Medium,2369,0
3720,32,Low,47,Low,6179.5,Medium,2404,0
3721,36,Low,131,High,96694.04,High,2413,0
3722,54,Medium,35,Low,3142.86,Medium,1783,0
3723,50,Low,45,Low,8675.47,Medium,1506,0
3724,83,Medium,24,Low,2402.92,Medium,2099,0
3725,54,Medium,38,Low,2235.55,Medium,2209,0
3726,51,Medium,45,Low,7251.13,Medium,2337,0
3727,60,Medium,29,Low,2649.7,Medium,2244,0
3728,59,Medium,24,Low,2970.89,Medium,2198,0
3729,59,Medium,28,Low,1149.27,Medium,2288,1
3730,48,Low,48,Low,8701.56,Medium,1794,1
3731,37,Low,22,Low,1529.89,Medium,113,0
3732,45,Low,28,Low,4190.09,Medium,2279,0
3733,33,Low,67,Medium,27950.4,High,2387,0
3734,39,Low,28,Low,3715.05,Medium,535,0
3735,51,Medium,45,Low,18649.13,High,1826,0
3736,261,High,20,Low,1295.59,Medium,1140,0
3737,107,High,35,Low,4232.48,Medium,2041,0
3738,33,Low,80,Medium,50949.41,High,2367,0
3739,34,Low,56,Medium,9768.09,Medium,2412,0
3740,65,Medium,40,Low,4265.06,Medium,2245,0
3741,36,Low,62,Medium,8662.78,Medium,2347,0
3742,244,High,19,Low,2384.58,Medium,673,1
3743,507,High,22,Low,283.44,Low,30,1
3744,72,Medium,30,Low,3683.25,Medium,2108,0
3745,77,Medium,30,Low,1455.91,Medium,918,0
3746,310,High,12,Low,408.67,Low,1,1
3747,49,Low,26,Low,3631.92,Medium,392,0
3748,31,Low,103,High,22507.64,High,2376,0
3749,146,High,26,Low,4883.83,Medium,1795,1
3750,155,High,14,Low,1765.66,Medium,250,0
3751,101,High,27,Low,3191.92,Medium,405,0
3752,47,Low,50,Low,9907.48,Medium,2341,0
3753,289,High,49,Low,15259.67,High,1136,1
3754,33,Low,35,Low,3697.66,Medium,2377,0
3755,34,Low,50,Low,13041.99,High,2288,0
3756,32,Low,67,Medium,15575.91,High,2417,0
3757,46,Low,33,Low,1799.29,Medium,1517,0
3758,100,Medium,24,Low,1939.25,Medium,374,0
3759,31,Low,38,Low,31509.87,High,2360,0
3760,38,Low,111,High,34807.62,High,2321,0
3761,226,High,55,Medium,9524.13,Medium,1015,1
3762,34,Low,52,Medium,11273.24,High,2406,0
3763,77,Medium,36,Low,3077.92,Medium,2181,1
3764,101,High,20,Low,1701.63,Medium,1785,1
3765,322,High,18,Low,752.08,Low,973,1
3766,105,High,41,Low,10142.86,High,2017,1
3767,43,Low,34,Low,3660.41,Medium,2127,1
3768,145,High,29,Low,2387.61,Medium,1844,1
3769,35,Low,34,Low,7022.2215,Medium,2222,0
3770,56,Medium,33,Low,3758.41,Medium,1535,0
3771,42,Low,41,Low,9399.51,Medium,2030,0
3772,33,Low,31,Low,11573.02,High,916,0
3773,34,Low,103,High,35958.14,High,2398,0
3774,66,Medium,46,Low,38501.24,High,1810,0
3775,86,Medium,22,Low,714.52,Low,394,0
3776,75,Medium,24,Low,992.2,Low,543,0
3777,54,Medium,38,Low,10058.56,High,2271,0
3778,40,Low,82,Medium,24298.85,High,2288,0
3779,45,Low,81,Medium,22016.81,High,2359,0
3780,61,Medium,35,Low,6333.03,Medium,2046,0
3781,144,High,16,Low,1976.9,Medium,886,0
3782,55,Medium,33,Low,4280.6,Medium,2070,0
3783,33,Low,32,Low,2210.74,Medium,1667,0
3784,153,High,43,Low,3435,Medium,1814,0
3785,42,Low,44,Low,19888.48,High,2357,0
3786,47,Low,58,Medium,16945.58,High,2314,0
3787,140,High,32,Low,7178.82,Medium,887,1
